Search terms report
"January 25, 2026 - April 24, 2026"
Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Campaign type,Conv. rate,Conversions,Cost / conv.
amazon qae online assessment,Phrase match (close variant),None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product owner,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product manager interview at google,Phrase match (close variant),None,PM Sales,Exact match PM,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
statistics for data analyst interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
mock data engineer interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data scientist preparation,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to explain tableau project in interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data analyst end to end project,Broad match,None,Data Analyst Sales,BA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
swiggy business analyst hackerrank test,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,5,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to do data analysis,Exact match (close variant),None,Data Analyst Sales,BA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
uber data science interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to crack interview for freshers,Broad match,None,PM Sales,Exact match PM,0,26,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
mba mock interviews,Broad match,None,PM Sales,Exact match PM,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
it company interview,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to prepare for google interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview tips and tricks for freshers,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
communication skills in interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
google coding interview,Phrase match (close variant),None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
ai mock interview,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
uber product manager interview,Phrase match (close variant),None,PM Sales,Exact match PM,0,16,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to crack interviews,Broad match,None,PM Sales,Exact match PM,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
enterprise interview,Phrase match (close variant),None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
preparation for it companies,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
why product management interview question,Phrase match (close variant),None,PM Sales,Exact match PM,0,5,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
coderpad interview,Broad match,None,PM Sales,Exact match PM,0,4,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
mock interview for freshers,Phrase match,None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product manager interview microsoft,Broad match,None,PM Sales,Exact match PM,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview practice,Broad match,None,PM Sales,Exact match PM,2,14,14.29%,INR,16.40,32.80,Search,0.00%,0.00,0.00
finalroundai,Phrase match (close variant),None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
facilio interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to attend the interview for freshers,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
live mock interview for data analyst,Exact match (close variant),None,Data Analyst Sales,DA mock interview,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview business analyst,Exact match (close variant),None,Data Analyst Sales,BA mock interview,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data analyst aptitude test,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,1,5,20.00%,INR,70.16,70.16,Search,0.00%,0.00,0.00
power bi hackerrank,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data analyst interview podcast,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to prepare for data analytics interview,Exact match (close variant),None,Data Analyst Sales,DA mock interview,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
python dsa interview preparation,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
advanced excel for data analyst,Phrase match (close variant),None,Data Analyst Sales,BA mock interview,0,5,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
exponent interview prep,Phrase match (close variant),None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
whiteboarding ux interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product execution questions,Phrase match (close variant),None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
company interview,Phrase match (close variant),None,PM Sales,mentorship,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview introduce yourself for experienced,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product design mock interview,Phrase match (close variant),None,PM Sales,Exact match PM,0,28,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
hello interview mock interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to clear gd round in interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview preparation for freshers,Broad match,None,PM Sales,Exact match PM,1,55,1.82%,INR,7.69,7.69,Search,0.00%,0.00,0.00
garments production manager interview,Phrase match (close variant),None,PM Sales,Exact match PM,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
ai based online interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
google tpm interview preparation,Phrase match (close variant),None,PM Sales,Exact match PM,0,16,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
stellar peer,Phrase match (close variant),None,PM Sales,Exact match PM,0,4,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
aceinterview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
online interview kaise den,Phrase match (close variant),None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview preparation app,Broad match,None,PM Sales,Exact match PM,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
tell me about yourself interview for mba students,Phrase match (close variant),None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
acing your interview,Exact match (close variant),None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product manager whiteboard interview,Phrase match (close variant),None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
preparing for interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to face the interview for freshers,Broad match,None,PM Sales,Exact match PM,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview kaise dete hain,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
system design interviews,Phrase match (close variant),None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
meta product manager interview questions,Phrase match (close variant),None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interviewbit,Broad match,None,PM Sales,Exact match PM,0,5,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
director product management interview questions,Phrase match (close variant),None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to clear technical interview for freshers,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
apna interview kaise den,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to talk confidently in interview,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
tcs interview preparation,Phrase match,None,PM Sales,mentorship,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
saas product manager,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
ibm coding assessment for data analyst,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data science interview question,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,5,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
yipitdata interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
mock interview for data engineer,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,5,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
leetcode for data analyst,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data science intern jobs,Broad match,None,Data Analyst Sales,BA mock interview,1,1,100.00%,INR,222.45,222.45,Search,100.00%,1.00,222.45
sql for interview preparation,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,1,15,6.67%,INR,69.82,69.82,Search,0.00%,0.00,0.00
mock interview data analyst,Exact match,Added,Data Analyst Sales,DA mock interview,1,38,2.63%,INR,79.12,79.12,Search,0.00%,0.00,0.00
sql data analyst interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
power bi interview videos,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to prepare technical interview,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
tell me about yourself pm interview,Phrase match (close variant),None,PM Sales,Exact match PM,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to behave in interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
best app for interview preparation,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to ace an interview,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to communicate in interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview through phone,Phrase match (close variant),None,PM Sales,mentorship,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to attend interview for freshers,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
technomanager,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
aptitude test preparation for interview,Phrase match (close variant),None,PM Sales,mentorship,0,6,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
pm exercise,Phrase match (close variant),None,PM Sales,Exact match PM,0,11,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview m introduction kaise de,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
devops mock interview,Broad match,None,PM Sales,Exact match PM,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
online aptitude test for interview,Broad match,None,PM Sales,Exact match PM,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product execution interview,Phrase match (close variant),None,PM Sales,Exact match PM,1,10,10.00%,INR,29.91,29.91,Search,0.00%,0.00,0.00
ey gds assessment test,Broad match,None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to crack ai interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
google interview warmup,Broad match,None,PM Sales,Exact match PM,3,17,17.65%,INR,38.44,115.32,Search,0.00%,0.00,0.00
how to prepare for group discussion in interview,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product development manager interview questions,Phrase match (close variant),None,PM Sales,Exact match PM,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
mock product manager interview,Exact match (close variant),Added,PM Sales,Exact match PM,0,18,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
questions on product management,Phrase match (close variant),None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product manager interview case study,Phrase match (close variant),None,PM Sales,Exact match PM,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
google l4 interview preparation,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data analyst important topics,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data entry ke liye interview kaise de,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
live sql interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
amazon data analyst interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
analytics case interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to get hired as a data analyst,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to get first job as data analyst,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
goodspace ai interview for data analyst,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to prepare for data science interviews,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
sql tutorial for interview preparation,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data analytics mcqs,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data lamour,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data scientist interviews,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
campus selection interview,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview help,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
pms interview preparation,Phrase match (close variant),None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
google product manager interview questions,Phrase match (close variant),None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product management guesstimates,Phrase match (close variant),None,PM Sales,Exact match PM,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
google tpm interview preparation,Phrase match (close variant),None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
aptitude test interview,Phrase match (close variant),None,PM Sales,mentorship,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
software engineer interview,Broad match,None,PM Sales,Exact match PM,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
interview lift,Broad match,None,PM Sales,Exact match PM,0,4,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
product manager presentation interview,Phrase match (close variant),None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
rca mock interview,Phrase match (close variant),None,PM Sales,Exact match PM,0,4,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
online interview kaise de,Broad match,None,PM Sales,Exact match PM,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
datainterview io,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
power bi interview for 3 years experience,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
sql mock interview for data analyst,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
how to prepare for data analyst,Exact match (close variant),None,Data Analyst Sales,DA mock interview,0,5,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
enterprise analytics strategy,Broad match,None,Data Analyst Sales,BA mock interview,1,2,50.00%,INR,13.68,13.68,Search,0.00%,0.00,0.00
uber data scientist interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,3,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
tcs interview for data analyst,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
screening assessment for data analyst intern role zorvyn,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
data science interview case study,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
microsoft data analyst interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,1,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
tableau mock interview,Phrase match (close variant),None,Data Analyst Sales,DA mock interview,0,7,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
jobs data analyst mumbai,Phrase match (close variant),None,Data Analyst Sales,BA mock interview,0,2,0.00%,INR,0,0.00,Search,0.00%,0.00,0.00
